gene,Mito,ConA,WGA,DAPI,Phalloidin,Sum,,,
GTPBP8,5,9,8,35,7,67,,,
HOMER3,6,3,16,22,13,67,,,
IGF2BP1,16,9,14,18,3,67,,,
KIF2A,40,5,5,8,3,67,,,
LOC105369591,7,2,6,31,13,67,,,
LOC107985856,32,5,9,8,10,67,,,
LOC107987388,25,7,13,1,19,67,,,
MARK1,8,4,39,6,8,67,,,
MRPS23,17,9,15,3,19,67,,,
MVK,13,16,11,18,11,67,,,
MYPOP,10,10,17,5,22,67,,,
NDUFV2,13,17,4,1,21,67,,,
NELFE,17,2,13,5,26,67,,,
PIH1D1,12,19,11,5,22,67,,,
RGPD3,9,6,14,8,21,67,,,
RHAG,16,4,3,36,3,67,,,
RRP8,15,8,34,0,9,67,,,
RUNDC3B,9,28,17,4,7,67,,,
SUCLA2,12,6,7,7,26,67,,,
TRIM39,19,23,7,12,6,67,,,
TRIP11,21,8,5,19,10,67,,,
TULP4,16,8,9,20,9,67,,,
TVP23C-CDRT4,12,19,12,18,4,67,,,
ZNF358,21,26,16,1,1,67,,,
ZNF599,17,9,10,18,7,67,,,
ANO7,19,4,12,9,20,66,,,
APBB2,12,8,36,4,4,66,,,
ATP13A4,11,29,16,2,6,66,,,
BANF1,6,27,14,9,3,66,,,
BARD1,17,2,10,13,20,66,,,
BCO2,10,9,40,2,0,66,,,
C9orf47,16,4,18,7,20,66,,,
CD79B,15,25,5,11,3,66,,,
CLIC5,8,6,10,30,9,66,,,
CPSF3,13,11,15,19,4,66,,,
CYP11A1,13,11,11,21,8,66,,,
DDIAS,17,5,8,10,22,66,,,
DSC3,10,30,12,3,6,66,,,
FAM32A,17,7,8,19,11,66,,,
FN3K,7,16,37,4,0,66,,,
HAT1,13,7,34,6,2,66,,,
HMGA1,13,7,14,20,7,66,,,
HNRNPH1,14,23,13,5,4,66,,,
HPD,9,32,20,5,3,66,,,
IFIT1,8,4,14,20,12,66,,,
INTS6,33,11,10,3,1,66,,,
KIAA0556,11,3,9,14,25,66,,,
KIAA1551,13,26,17,3,6,66,,,
LGALS4,6,4,3,18,30,66,,,
LYSMD2,17,5,13,6,23,66,,,
MMP24,15,8,14,4,21,66,,,
MOB1B,32,5,8,12,5,66,,,
MYLK,18,7,9,21,4,66,,,
NCAPD2,17,5,13,20,7,66,,,
NPHP4,23,16,4,18,3,66,,,
PSG1,21,26,12,1,2,66,,,
PUF60,19,10,2,25,5,66,,,
PXYLP1,33,21,10,5,0,66,,,
RAB11FIP2,5,7,37,4,15,66,,,
RAD54L2,13,7,10,7,26,66,,,
RBFOX2,34,15,10,7,1,66,,,
RBM42,15,25,12,5,6,66,,,
RGS11,19,6,10,19,7,66,,,
RPL18A,15,5,4,27,5,66,,,
15-Sep,20,32,3,6,4,66,,,
SH3GLB2,9,31,13,4,7,66,,,
SLC12A6,10,8,16,18,8,66,,,
TENM1,19,8,13,18,2,66,,,
THSD4,40,9,4,8,3,66,,,
TUBG1,35,5,9,5,7,66,,,
TXLNG,12,24,12,9,3,66,,,
UBA6,34,2,15,8,4,66,,,
WDR12,43,9,2,4,4,66,,,
WHSC1,19,28,12,2,3,66,,,
WRN,6,6,4,9,32,66,,,
ZFP3,9,5,39,6,4,66,,,
ZNF134,13,6,38,4,2,66,,,
ZNF491,13,24,19,3,4,66,,,
ACTR1A,6,8,38,7,4,65,,,
AHNAK,8,12,37,1,3,65,,,
C2CD4B,14,8,17,7,21,65,,,
CLTA,19,10,7,24,2,65,,,
CMTM3,8,10,36,6,6,65,,,
CRY1,12,14,10,9,20,65,,,
CRYGS,12,8,11,7,25,65,,,
E2F3,18,7,10,27,7,65,,,
FOXD3,8,3,10,17,23,65,,,
GLUD1,18,7,10,18,9,65,,,
HYAL3,7,14,37,1,4,65,,,
IFIT2,12,3,6,23,13,65,,,
INTS4,7,9,11,20,12,65,,,
LTBP3,16,5,7,21,10,65,,,
LYPD6B,8,7,16,24,8,65,,,
MTCH2,27,1,4,8,28,65,,,
NIPSNAP3A,8,3,35,3,9,65,,,
NKTR,10,10,15,21,9,65,,,
PIGM,12,9,35,3,5,65,,,
PLEKHA2,34,8,8,5,12,65,,,
POLRMT,21,3,15,20,2,65,,,
PRPF18,10,7,11,21,7,65,,,
PRPF19,32,7,9,9,3,65,,,
RAB42,17,23,9,5,5,65,,,
RBM8A,17,5,7,19,16,65,,,
REV1,14,33,7,6,1,65,,,
RGMB,15,29,11,5,2,65,,,
SCARB1,11,5,7,26,11,65,,,
SEMA6B,9,9,21,2,21,65,,,
SHC1,15,13,7,6,26,65,,,
SLF2,10,17,10,19,5,65,,,
SMAD6,32,6,5,9,10,65,,,
ST3GAL1,8,14,34,6,5,65,,,
STAM,16,4,17,8,19,65,,,
STK3,23,2,4,3,29,65,,,
TTC26,12,7,11,20,7,65,,,
UCHL3,13,11,8,23,8,65,,,
WDR27,35,11,6,3,7,65,,,
ZNF248,9,7,11,26,8,65,,,
ANKRA2,7,13,38,3,1,64,,,
CAPS,25,7,4,26,3,64,,,
CD80,18,23,15,6,2,64,,,
CDC14A,15,5,18,7,19,64,,,
CHST8,6,6,13,9,31,64,,,
CSRNP2,11,9,7,24,7,64,,,
FAM179A,32,18,6,5,2,64,,,
FAM207A,30,3,12,18,3,64,,,
FAT2,23,7,7,18,6,64,,,
FILIP1,10,27,13,7,1,64,,,
HIST2H2AB,8,6,14,14,19,64,,,
HTATIP2,7,5,7,11,26,64,,,
IDUA,7,10,8,10,24,64,,,
KANK3,33,5,8,1,11,64,,,
LOC107985931,35,5,10,7,6,64,,,
LOC112267859,20,11,5,19,4,64,,,
NDUFA1,22,6,7,3,22,64,,,
PDSS2,8,4,13,4,30,64,,,
PDXP,13,13,4,21,6,64,,,
PIK3C2B,15,23,16,3,6,64,,,
PPIP5K2,7,6,35,7,4,64,,,
PVR,20,10,5,18,7,64,,,
ROMO1,16,4,11,4,27,64,,,
SCAMP2,21,2,4,10,24,64,,,
SEC14L1,12,5,5,15,25,64,,,
TAF6L,15,6,6,5,27,64,,,
TAL2,16,12,7,25,2,64,,,
THBS3,20,3,3,10,24,64,,,
TLX1,10,29,14,3,2,64,,,
TNFSF12,16,6,8,14,21,64,,,
UPK1B,12,6,7,6,26,64,,,
ZNF596,17,6,10,7,24,64,,,
ABCA12,8,4,12,32,1,63,,,
ABCF2,23,6,6,3,19,63,,,
ASB6,9,6,35,8,6,63,,,
ATOH7,13,23,14,5,3,63,,,
BAG1,18,6,7,23,8,63,,,
BIRC5,20,6,3,3,21,63,,,
CASC3,9,25,20,10,0,63,,,
CD47,38,10,1,12,3,63,,,
CKMT1A,37,5,6,6,3,63,,,
COX6B1,12,23,7,3,4,63,,,
GATC,39,3,4,10,3,63,,,
GDF7,9,9,12,6,23,63,,,
GRAMD2,15,5,12,18,15,63,,,
HTRA3,12,5,25,20,2,63,,,
IFNE,14,23,11,5,9,63,,,
KHSRP,14,23,8,9,4,63,,,
KLC2,33,7,12,6,3,63,,,
LSM14B,13,7,11,14,20,63,,,
NUAK2,17,9,3,4,25,63,,,
NUP58,10,4,33,7,5,63,,,
OBSL1,13,3,10,3,21,63,,,
PIK3CA,18,13,3,25,4,63,,,
STK24,16,7,10,22,4,63,,,
TCTEX1D4,4,5,17,2,33,63,,,
TMEM216,13,6,6,11,24,63,,,
VRK1,14,8,11,26,5,63,,,
ZMAT2,8,28,14,4,5,63,,,
ACSM5,18,9,7,7,20,62,,,
ACTR8,10,2,22,6,20,62,,,
AGK,13,4,9,26,10,62,,,
ARMC9,12,6,19,20,3,62,,,
C1orf109,33,5,9,2,3,62,,,
CCDC154,14,5,10,20,12,62,,,
CISD2,16,2,7,8,26,62,,,
CLHC1,14,4,36,2,1,62,,,
DDX42,14,5,8,20,15,62,,,
DEXI,19,25,5,3,3,62,,,
DNAJC3,5,14,37,0,5,62,,,
EGFLAM,16,24,8,5,5,62,,,
FBXO43,7,5,11,34,3,62,,,
GCH1,12,5,6,13,23,62,,,
GFI1B,17,6,5,8,19,62,,,
GPR19,11,24,17,5,7,62,,,
HLA-C,13,8,11,6,19,62,,,
HPS1,19,4,13,2,21,62,,,
IFT20,33,11,9,5,2,62,,,
IKBKAP,10,13,33,2,5,62,,,
LOC107986351,18,4,8,19,6,62,,,
MRGPRF,12,3,7,21,14,62,,,
MRPS18B,19,10,4,5,22,62,,,
NDUFV1,11,7,16,3,23,62,,,
NKX6-1,12,7,7,15,19,62,,,
PAAF1,18,6,3,6,21,62,,,
POLR3B,13,8,9,14,19,62,,,
RCN3,9,12,35,3,2,62,,,
RPS29,34,12,7,6,6,62,,,
SLC16A1,15,9,5,22,4,62,,,
SLC25A11,13,3,8,11,21,62,,,
SLC37A1,8,24,5,5,17,62,,,
SNRNP40,7,7,14,18,10,62,,,
SPTLC3,9,2,15,27,6,62,,,
STX1A,15,5,7,30,3,62,,,
TUBA1C,17,4,18,8,20,62,,,
ZBTB11,24,6,8,22,4,62,,,
ZIC5,18,5,11,4,20,62,,,
APC2,12,9,14,18,1,61,,,
C1orf186,11,11,6,9,24,61,,,
CALHM3,16,12,6,18,3,61,,,
CASP14,16,7,10,22,4,61,,,
CSNK2A2,20,3,8,8,19,61,,,
DMBX1,8,2,10,7,26,61,,,
DNAJB14,9,27,12,1,11,61,,,
DNAJC18,9,6,11,18,10,61,,,
FLOT1,12,10,7,8,24,61,,,
IBTK,17,8,9,7,19,61,,,
KLHL36,11,4,16,5,22,61,,,
LIME1,21,24,4,5,8,61,,,
LOC107987096,12,5,4,10,24,61,,,
LOC112268184,17,4,11,6,20,61,,,
LRRC61,10,8,9,20,6,61,,,
NACA,13,11,10,7,20,61,,,
P4HA3,22,8,7,5,21,61,,,
PCLO,10,3,12,21,9,61,,,
POLR3E,35,4,8,6,6,61,,,
PPP2R3B,12,4,8,20,9,61,,,
R3HDM2,10,2,10,25,9,61,,,
RALGAPB,13,6,10,7,20,61,,,
RIC1,4,1,38,5,10,61,,,
SEC22C,7,28,25,2,0,61,,,
SEMA3F,32,10,13,4,2,61,,,
TBC1D9B,15,4,5,26,3,61,,,
TESC,11,5,11,27,3,61,,,
UBE2L3,14,7,10,21,5,61,,,
VPS45,17,5,4,18,3,61,,,
WDR31,16,3,8,20,9,61,,,
ABCB5,9,5,17,6,21,60,,,
ARCN1,19,23,7,1,4,60,,,
CACNB3,14,5,12,23,7,60,,,
CCDC65,14,6,11,19,3,60,,,
GPC2,33,3,5,9,9,60,,,
HIST1H3B,14,23,7,6,5,60,,,
MRPL36,15,3,8,7,23,60,,,
MTTP,14,6,12,4,19,60,,,
OIT3,10,12,8,20,8,60,,,
PHF7,16,10,8,4,21,60,,,
PIWIL3,10,9,9,19,5,60,,,
PRKACB,10,11,9,22,5,60,,,
PRR5,14,6,8,7,22,60,,,
PTAR1,6,10,38,3,2,60,,,
RSF1,19,5,5,6,22,60,,,
SLC39A10,15,29,7,4,1,60,,,
SPHK2,10,24,12,3,10,60,,,
STK35,11,5,13,23,6,60,,,
TBRG4,7,1,9,7,42,60,,,
TFB1M,10,6,18,18,8,60,,,
TMEM120B,11,23,20,3,5,60,,,
TNS2,13,5,9,19,12,60,,,
TRABD,17,27,7,5,1,60,,,
UBE4A,12,3,16,25,4,60,,,
ZFYVE27,8,5,14,8,25,60,,,
APLNR,12,7,10,3,23,59,,,
APOC1,19,2,6,21,5,59,,,
BBS4,33,8,7,4,6,59,,,
BTBD2,11,10,8,23,3,59,,,
C10orf32,14,2,15,6,19,59,,,
C1QTNF6,36,4,6,4,6,59,,,
DDT,8,7,9,18,5,59,,,
DERL3,11,8,10,5,21,59,,,
FURIN,32,8,9,8,4,59,,,
KCNJ11,10,2,3,5,35,59,,,
LOC105369155,8,8,5,30,7,59,,,
LOC105376526,35,11,6,4,2,59,,,
LOC107986791,13,4,9,23,9,59,,,
MARCKS,13,10,9,22,3,59,,,
MIP,16,7,8,20,6,59,,,
MMACHC,0,5,5,10,31,59,,,
MRPL30,28,25,2,5,0,59,,,
MRPS22,32,9,8,8,3,59,,,
MTHFS,34,6,4,7,9,59,,,
NDUFB4,11,9,6,5,27,59,,,
NOLC1,19,4,9,18,4,59,,,
NUDT22,15,5,7,23,6,59,,,
PALM3,4,9,19,4,19,59,,,
PELO,17,8,4,3,29,59,,,
PPAPDC1B,12,4,12,3,20,59,,,
PRR11,6,3,10,26,6,59,,,
PTP4A2,15,10,4,26,4,59,,,
RILP,16,33,3,4,2,59,,,
SH3BGRL2,11,8,8,7,20,59,,,
SLC6A17,11,1,16,18,8,59,,,
THNSL2,19,24,9,3,4,59,,,
TNIP1,35,11,4,4,3,59,,,
UBXN4,8,5,33,3,7,59,,,
ZNF71,12,6,6,22,5,59,,,
ANPEP,5,14,11,4,20,58,,,
ARHGAP6,13,6,9,19,11,58,,,
C9orf69,16,7,5,5,21,58,,,
CCDC74A,18,8,6,5,19,58,,,
CHCHD4,13,5,3,32,7,58,,,
CHMP4A,22,5,9,19,4,58,,,
F12,10,5,9,22,6,58,,,
FASTKD5,15,12,3,18,4,58,,,
GLI1,12,23,9,8,3,58,,,
GNPTAB,11,28,7,3,3,58,,,
GOLGA8R,14,5,13,20,8,58,,,
HOXA10,13,6,7,10,19,58,,,
LOC100996693,10,3,5,26,7,58,,,
LOC105375787,17,7,12,18,7,58,,,
MUC13,5,6,36,4,3,58,,,
MYO19,35,10,5,2,2,58,,,
NKX6-2,21,6,5,19,6,58,,,
RIMS3,8,5,14,2,30,58,,,
SH2D1A,9,6,10,26,4,58,,,
SIRT5,7,4,6,18,14,58,,,
SNAP23,35,10,6,8,0,58,,,
SOD2,10,0,5,7,38,58,,,
USP10,9,23,6,6,8,58,,,
ZBTB9,8,11,8,11,19,58,,,
ZNF33A,22,2,0,27,2,58,,,
ZNF557,12,4,18,4,19,58,,,
ADK,19,6,7,6,23,57,,,
AKT1S1,32,4,5,2,10,57,,,
CHRND,15,7,5,22,2,57,,,
COA7,12,6,7,18,8,57,,,
DNAJC30,10,5,17,7,19,57,,,
GNMT,10,6,10,0,24,57,,,
KIAA1147,15,23,7,3,5,57,,,
LSM8,11,2,5,10,23,57,,,
MED18,14,10,4,18,7,57,,,
NDOR1,16,6,5,21,2,57,,,
NDUFA4L2,14,5,5,1,22,57,,,
PELI3,10,1,8,10,21,57,,,
PHEX,11,5,11,23,2,57,,,
PPP1R2B,8,24,19,7,0,57,,,
RAF1,14,9,3,25,5,57,,,
SEMA3G,19,1,5,26,6,57,,,
SERPINB13,12,6,10,21,4,57,,,
SLC50A1,34,2,3,3,8,57,,,
SLC52A1,18,8,6,18,7,57,,,
SNCAIP,34,5,7,7,2,57,,,
SUCLG1,8,7,1,7,34,57,,,
TAOK1,13,26,14,1,3,57,,,
TMEM105,20,3,8,20,5,57,,,
UCHL5,6,4,9,7,30,57,,,
UNC13B,12,1,6,20,19,57,,,
ABCC4,10,7,9,19,3,56,,,
AKAP1,22,6,7,18,1,56,,,
ANKAR,14,23,5,4,9,56,,,
ARHGDIA,9,12,6,2,22,56,,,
CAND1,16,4,7,18,12,56,,,
CHRM4,10,4,17,5,20,56,,,
CRACR2B,5,8,0,31,1,56,,,
FAM196A,14,8,3,8,19,56,,,
FUT7,11,8,7,21,7,56,,,
GPR39,8,13,10,20,3,56,,,
GRB7,15,28,6,5,2,56,,,
KRT86,15,6,5,20,3,56,,,
LOC105371932,6,22,7,18,2,56,,,
LSAMP,20,10,1,3,20,56,,,
NDUFB3,6,3,10,6,27,56,,,
PBX2,13,3,13,20,10,56,,,
PYURF,15,12,6,5,22,56,,,
RPRD1B,11,9,14,18,7,56,,,
SEMA6C,16,6,5,6,20,56,,,
SPDYE16,10,0,7,5,33,56,,,
TNF,6,14,4,2,26,56,,,
TRIP4,8,2,33,3,6,56,,,
TRPC4AP,16,23,7,5,4,56,,,
WDR92,14,6,11,4,20,56,,,
ZBTB7A,11,7,3,8,20,56,,,
ZNF473,13,4,5,9,26,56,,,
ADH5,11,1,8,5,23,55,,,
BCL3,12,6,9,18,7,55,,,
C19orf12,9,1,5,9,21,55,,,
CCNDBP1,22,7,6,21,0,55,,,
CD5,16,7,7,20,2,55,,,
DHDH,36,9,2,6,2,55,,,
FAM102B,11,8,9,3,24,55,,,
GABBR2,10,3,13,3,21,55,,,
IGSF8,8,4,13,8,19,55,,,
ITPRIPL2,11,5,2,24,9,55,,,
KCNG3,7,7,7,3,30,55,,,
KIAA0368,10,11,5,19,12,55,,,
LOC101060022,13,6,6,7,19,55,,,
LOC105369176,17,9,6,18,4,55,,,
MRPS26,15,8,6,18,5,55,,,
PAPOLA,13,1,11,21,5,55,,,
PIGN,9,12,4,6,19,55,,,
RGS6,11,24,13,2,1,55,,,
SEMA4F,14,1,2,19,10,55,,,
SLC23A1,11,4,4,10,23,55,,,
SLC6A6,18,3,5,22,5,55,,,
ZNF56,13,3,10,18,3,55,,,
ABHD12B,11,9,5,6,24,54,,,
ATXN3,8,6,16,3,20,54,,,
BHMT2,13,8,6,20,1,54,,,
DPYSL4,7,7,11,18,4,54,,,
FAM174A,8,23,9,3,8,54,,,
IL17RB,6,5,9,29,8,54,,,
KCNJ6,5,27,13,4,0,54,,,
LOC100129216,11,4,14,19,6,54,,,
OR8G2,9,8,11,20,6,54,,,
PDS5B,7,2,8,18,14,54,,,
RBP7,5,7,5,16,19,54,,,
RYR1,8,11,11,19,6,54,,,
SHARPIN,9,14,4,18,5,54,,,
TMEM177,15,6,12,18,2,54,,,
TMEM45A,11,7,12,19,6,54,,,
BARX1,18,23,5,2,6,53,,,
BGN,8,1,20,18,1,53,,,
CDC42BPG,6,5,12,9,19,53,,,
DOCK10,9,6,3,27,3,53,,,
FAP,4,2,9,19,17,53,,,
HOMER1,6,3,9,18,10,53,,,
LOC107987394,8,3,6,35,1,53,,,
NKX2-8,11,6,5,5,19,53,,,
THEM5,2,5,10,3,31,53,,,
AUP1,8,25,8,5,1,52,,,
C2CD4C,6,4,10,27,2,52,,,
CNST,9,3,6,9,20,52,,,
GTPBP1,9,24,5,3,3,52,,,
LOC728485,10,4,14,18,2,52,,,
7-Mar,8,3,6,30,5,52,,,
MFHAS1,5,13,9,5,19,52,,,
MRPL4,15,0,7,5,23,52,,,
RGS2,7,6,5,20,10,52,,,
SBK2,32,2,6,2,5,52,,,
SCNN1G,7,2,8,10,22,52,,,
ZFYVE9,7,3,2,29,9,52,,,
ZNF311,16,26,2,4,3,52,,,
ASPRV1,14,3,7,19,8,51,,,
BDP1,9,6,6,24,4,51,,,
C7orf31,33,5,5,6,1,51,,,
CD55,13,4,4,6,21,51,,,
CLDN6,10,2,3,19,6,51,,,
CLPB,7,4,4,21,11,51,,,
EDN1,10,4,6,4,19,51,,,
EML1,16,9,1,18,3,51,,,
GNG3,7,5,9,1,25,51,,,
LGSN,8,3,10,22,4,51,,,
LIPJ,10,4,5,23,2,51,,,
LRSAM1,8,5,6,23,3,51,,,
MUC8,12,11,4,4,19,51,,,
NEGR1,11,24,6,3,4,51,,,
NR2C2,7,7,9,27,0,51,,,
OXR1,9,4,9,7,23,51,,,
PSENEN,17,6,3,5,22,51,,,
TBCK,9,2,12,1,25,51,,,
URI1,10,2,11,4,25,51,,,
CD302,12,5,3,3,19,50,,,
EXD2,10,1,8,26,3,50,,,
MIER3,14,5,7,18,4,50,,,
MKL2,13,5,9,18,4,50,,,
NDUFC2-KCTD14,8,5,10,4,23,50,,,
PPP1R12C,8,3,4,5,23,50,,,
SMARCE1,11,5,5,5,19,50,,,
STAMBP,10,3,6,2,19,50,,,
WAC,11,3,7,22,2,50,,,
ADGRB2,5,6,1,7,25,49,,,
BLOC1S6,15,5,5,21,2,49,,,
C10orf10,5,1,14,10,20,49,,,
C2orf88,7,24,4,7,6,49,,,
CLIC1,5,4,2,8,22,49,,,
CSPG4,6,2,6,19,6,49,,,
DLG2,17,2,5,5,20,49,,,
DPH5,5,12,7,18,7,49,,,
HECTD2,8,3,10,24,3,49,,,
LDLRAD2,9,7,8,18,4,49,,,
LRRC73,6,2,6,8,20,49,,,
NAV2,7,5,10,20,4,49,,,
OSBP2,3,8,8,21,2,49,,,
PPP1R37,6,5,7,4,22,49,,,
PRAF2,10,6,4,4,19,49,,,
RAB20,11,6,7,4,19,49,,,
ACOX1,7,7,3,7,21,48,,,
ARL14EPL,10,2,9,1,22,48,,,
ARTN,7,6,10,3,20,48,,,
ATP2C1,8,13,5,18,2,48,,,
BEST1,9,1,6,4,23,48,,,
CD48,13,2,7,4,20,48,,,
CFAP44,10,2,5,4,23,48,,,
CTHRC1,6,4,10,21,3,48,,,
H2AFJ,10,6,8,18,5,48,,,
LOC107984025,14,2,7,20,3,48,,,
RSPH10B,11,2,6,7,19,48,,,
SLC30A9,14,3,6,5,19,48,,,
SMPD3,10,3,6,20,6,48,,,
SOWAHD,8,8,1,19,3,48,,,
CFLAR,13,3,4,19,3,47,,,
GCSH,7,4,4,23,5,47,,,
GRHPR,4,26,6,8,3,47,,,
MITF,11,24,5,2,2,47,,,
MPDU1,5,13,3,3,20,47,,,
REEP1,10,5,6,2,19,47,,,
STX4,11,1,5,8,24,47,,,
ACADVL,9,0,4,8,22,46,,,
NABP2,12,2,2,7,23,46,,,
NUP62CL,8,2,3,23,5,46,,,
PCIF1,10,6,2,19,5,46,,,
POM121,12,25,4,2,2,46,,,
PTPN5,6,3,9,6,19,46,,,
SCNN1A,6,2,4,2,31,46,,,
SYCP2L,9,7,8,21,1,46,,,
SYPL1,12,0,7,2,20,46,,,
TFAP4,8,3,7,4,21,46,,,
TMEM63B,10,3,5,24,4,46,,,
CLDN9,5,4,11,5,21,45,,,
CWC22,9,1,7,18,5,45,,,
LOC112268002,3,3,10,18,7,45,,,
MOV10L1,8,1,4,7,20,45,,,
RASSF1,8,3,4,8,20,45,,,
TMEM221,8,2,9,6,19,45,,,
ZNF474,7,5,5,19,1,45,,,
DGKZ,4,3,7,21,2,44,,,
GAB2,4,3,6,18,10,44,,,
KCNA7,8,4,6,6,20,44,,,
TESK1,13,4,4,21,4,44,,,
UQCC1,10,23,4,4,6,44,,,
ZNF587B,12,5,4,19,3,44,,,
ABI3,10,4,5,18,4,43,,,
CRLF3,6,2,3,4,25,43,,,
DIAPH1,7,1,7,3,20,43,,,
DNAJC4,11,3,3,3,19,43,,,
FOXRED1,11,3,2,4,21,43,,,
MAT2B,9,3,6,18,3,43,,,
SULT1A3,5,8,3,19,5,43,,,
WDR77,11,4,2,21,5,43,,,
DRP2,8,6,3,18,3,42,,,
FAM182B,6,2,6,7,20,42,,,
NDUFC1,4,3,1,7,22,42,,,
C6orf106,4,2,7,2,22,41,,,
CPOX,5,4,7,2,19,41,,,
MNT,3,5,2,1,28,41,,,
RPS6KA4,6,1,4,8,19,41,,,
ALG8,7,5,5,3,19,40,,,
CHSY3,5,4,4,4,24,40,,,
HLA-DMB,7,3,3,18,1,40,,,
IQCK,7,2,2,2,19,40,,,
PDE6C,5,2,5,3,23,40,,,
GTF2F1,3,0,4,4,25,39,,,
MBNL2,8,2,4,18,3,39,,,
NLGN2,7,1,4,3,19,39,,,
NLRP1,3,2,6,19,6,39,,,
S100P,6,4,2,9,19,39,,,
TMEM101,5,7,5,19,0,39,,,
CYP46A1,4,1,3,21,0,38,,,
PHLDA3,3,3,3,2,21,38,,,
ZNF264,5,1,7,2,22,38,,,
LYRM5,9,3,2,3,20,37,,,
CDC34,7,4,3,18,0,36,,,
SUN1,5,2,4,18,4,36,,,
ZNF280D,6,1,3,2,25,36,,,
ARID1B,3,3,6,18,2,34,,,
TTK,5,2,3,18,1,33,,,
