gene,Mito,ConA,WGA,DAPI,Phalloidin,Sum,,
USP13,9,13,5,4,1,40,,
ASXL1,5,2,6,5,20,40,,
C10orf67,5,6,6,8,16,40,,
REEP5,22,4,6,1,8,40,,
ZDHHC12,17,5,6,2,7,40,,
TIMM10B,4,3,6,10,7,40,,
ADCY4,18,4,6,5,5,40,,
KTI12,9,12,6,4,4,40,,
SLC19A3,10,7,6,9,2,40,,
ITPK1,7,9,6,12,2,40,,
PARD6B,6,1,7,2,19,40,,
IFI27L2,11,4,7,2,14,40,,
ACMSD,8,2,7,2,13,40,,
SAV1,13,2,7,12,7,40,,
CD58,6,6,7,11,6,40,,
CPSF6,15,3,7,11,2,40,,
DUSP15,7,14,7,9,1,40,,
RBM45,13,3,8,1,13,40,,
SHKBP1,10,14,8,3,4,40,,
TESC,16,2,8,9,4,40,,
SLAMF8,12,6,8,10,3,40,,
ARMC1,21,6,8,4,1,40,,
HSPA4,2,3,9,5,20,40,,
SPATS2,5,1,9,9,13,40,,
LOC100996274,4,20,9,0,6,40,,
BRAP,6,6,9,11,5,40,,
RBM43,10,4,10,9,5,40,,
NEB,17,3,10,6,4,40,,
ANKFY1,3,22,10,1,3,40,,
NUP214,7,3,11,5,13,40,,
MCUR1,3,14,11,0,10,40,,
MFNG,16,7,11,4,6,40,,
UQCRQ,8,5,11,9,5,40,,
SPTBN5,6,12,11,7,2,40,,
LYPD3,6,18,11,0,1,40,,
PLSCR1,7,13,12,6,1,40,,
ZNF669,14,12,12,1,0,40,,
GTF2H5,3,8,13,1,14,40,,
PPIH,2,4,13,11,3,40,,
KLHDC10,6,0,14,0,16,40,,
CYB5R4,6,12,14,6,0,40,,
ZNF670,6,5,16,8,5,40,,
IRF2BP2,11,5,16,1,3,40,,
MAN1B1,11,3,17,4,6,40,,
SLC27A3,2,9,17,2,5,40,,
ZGLP1,10,5,18,2,3,40,,
ENG,6,4,19,5,6,40,,
OCRL,2,10,20,1,1,40,,
KCTD2,8,8,22,0,0,40,,
GDI2,7,5,23,1,3,40,,
MGAT2,6,2,24,5,4,40,,
KDM7A,4,2,0,1,26,39,,
C6orf201,9,1,0,3,21,39,,
UCP3,11,3,1,5,19,39,,
RERE,7,3,1,7,16,39,,
OBSL1,9,7,1,3,15,39,,
CYTH3,11,4,1,5,13,39,,
PAN3,6,6,1,10,12,39,,
ZNF621,7,1,2,2,27,39,,
MKRN1,6,2,2,0,25,39,,
COX14,15,2,2,0,16,39,,
NEK11,7,4,2,3,16,39,,
FTH1,12,1,2,5,13,39,,
RGPD6,9,0,2,13,10,39,,
LZTR1,6,3,2,16,8,39,,
SLC35G2,10,6,2,14,5,39,,
LOC105371063,5,4,2,22,5,39,,
AEBP1,26,2,2,4,2,39,,
UBE2I,10,1,2,15,2,39,,
PPP1R15B,4,4,3,4,19,39,,
TMEM253,12,1,3,1,16,39,,
DONSON,10,5,3,2,15,39,,
PARN,12,4,3,4,15,39,,
NRBP2,9,4,3,9,10,39,,
RTL1,17,7,3,0,7,39,,
PGPEP1,14,4,3,10,7,39,,
MYO9A,10,3,3,12,6,39,,
SCIMP,10,6,3,10,4,39,,
ZNF28,17,8,3,3,3,39,,
SLC39A13,9,5,3,14,2,39,,
ZDHHC2,18,7,3,6,0,39,,
C6orf226,11,1,4,1,19,39,,
WDR45,5,1,4,7,18,39,,
LOC107983989,5,5,4,2,17,39,,
ZNF383,9,6,4,4,14,39,,
PYURF,21,5,4,2,6,39,,
ESRP2,19,3,4,3,5,39,,
GTPBP8,17,3,4,9,4,39,,
FAM187A,12,5,4,9,3,39,,
TMEM89,16,10,4,5,2,39,,
WRAP53,16,7,4,7,2,39,,
ADGRB1,11,3,4,11,2,39,,
TSFM,9,1,5,4,20,39,,
LOC105372412,6,2,5,3,18,39,,
PLP1,7,8,5,1,17,39,,
KIAA1191,7,3,5,4,17,39,,
DUSP18,5,5,5,7,15,39,,
ZNF574,3,5,5,10,9,39,,
EMC8,8,12,5,2,8,39,,
RPS6,13,2,5,11,8,39,,
CAMK1,6,16,5,3,7,39,,
ERCC2,8,6,5,9,6,39,,
TES,16,6,5,1,5,39,,
UGT1A1,7,5,5,14,4,39,,
ZNF763,10,15,5,2,3,39,,
USF1,12,13,5,4,3,39,,
ARRB1,10,3,5,16,3,39,,
CRYBB2,18,7,5,2,2,39,,
SLC29A3,3,2,5,20,2,39,,
ITPKB,14,17,5,0,0,39,,
RPRD1B,8,2,6,4,18,39,,
TIAL1,8,4,6,5,14,39,,
TRABD,12,3,6,1,13,39,,
SHANK1,7,5,6,1,13,39,,
AMIGO3,10,5,6,9,10,39,,
ERVW-1,16,2,6,3,8,39,,
TNFSF9,10,2,6,13,6,39,,
RHOBTB2,18,6,6,2,5,39,,
GRHL1,17,5,6,5,3,39,,
LOC401478,12,4,6,10,3,39,,
NPIPA8,4,10,6,10,2,39,,
TRAF3IP1,7,3,7,0,19,39,,
KPNA6,7,4,7,9,8,39,,
MED1,19,6,7,1,4,39,,
ENDOD1,14,3,7,13,2,39,,
IRF8,16,7,7,2,1,39,,
IL6R,9,3,7,10,1,39,,
KCNG3,14,4,7,12,1,39,,
EFNB2,11,14,7,2,0,39,,
RGS10,16,9,7,4,0,39,,
HIST2H3D,11,2,8,10,7,39,,
SCNN1A,16,7,8,3,4,39,,
ZNF101,18,0,8,6,1,39,,
ERAL1,11,1,9,2,14,39,,
ECT2L,8,5,9,2,14,39,,
PSMC6,4,6,9,10,3,39,,
EFCAB14,12,14,9,0,1,39,,
THG1L,20,4,9,6,0,39,,
AHCYL2,3,2,10,1,20,39,,
IGFALS,8,4,10,9,6,39,,
TAPBPL,7,4,10,10,5,39,,
PANX2,7,13,10,4,2,39,,
LOC150051,10,4,10,10,1,39,,
LOC107984126,3,15,11,7,3,39,,
RARB,8,12,12,2,3,39,,
IGFL1,6,14,12,6,3,39,,
RPN1,10,13,12,3,2,39,,
RAD51AP1,16,2,13,1,2,39,,
TMC1,9,4,14,10,0,39,,
PALM3,10,12,15,4,1,39,,
NEBL,5,12,15,5,1,39,,
ZC3H6,8,7,16,3,2,39,,
C12orf49,11,6,17,1,3,39,,
RNF133,7,6,17,6,3,39,,
LOC102724474,9,8,17,0,2,39,,
SPAG1,8,6,17,2,2,39,,
GRID1,3,15,17,0,1,39,,
CATSPER3,5,4,18,4,4,39,,
AKIRIN1,12,3,18,2,3,39,,
WDR90,6,3,18,3,3,39,,
WFIKKN1,8,7,18,5,3,39,,
SLC26A9,4,9,18,3,2,39,,
SHROOM1,6,4,19,0,6,39,,
TNNT2,13,1,19,1,1,39,,
DHRS9,6,6,19,3,1,39,,
IFT52,11,1,19,5,0,39,,
VEZT,8,7,20,2,2,39,,
ZNF594,4,10,21,1,2,39,,
TRAPPC12,1,0,23,2,8,39,,
FAM60A,6,2,28,1,2,39,,
ZKSCAN5,5,2,0,4,26,38,,
HOXC4,9,3,1,2,18,38,,
PTPRR,9,5,1,3,18,38,,
ZSWIM6,17,0,1,1,14,38,,
CCDC85B,12,4,1,3,13,38,,
SIPA1L3,10,7,1,4,13,38,,
TACC1,16,4,1,3,11,38,,
SERP1,7,7,1,12,6,38,,
SLIRP,8,1,2,1,23,38,,
MZB1,9,4,2,2,21,38,,
COA5,7,2,2,4,15,38,,
TGIF1,7,1,2,9,15,38,,
TRIM10,13,2,2,5,13,38,,
LRRC58,6,1,2,10,13,38,,
RREB1,10,13,2,3,9,38,,
RPL35A,17,1,2,4,7,38,,
EXTL3,22,3,2,9,2,38,,
REXO4,3,0,3,0,26,38,,
ADA,8,4,3,1,19,38,,
DYDC2,8,1,3,6,18,38,,
CHAC2,6,2,3,2,17,38,,
UVSSA,7,3,3,3,17,38,,
CCDC61,3,2,3,12,16,38,,
HPD,8,1,3,6,14,38,,
EPB41L1,7,3,3,7,14,38,,
ATXN1,10,4,3,5,13,38,,
MEA1,5,16,3,2,10,38,,
PSMD7,7,2,3,10,9,38,,
VSNL1,11,13,3,6,5,38,,
KLHL25,20,6,3,3,2,38,,
STYXL1,8,3,4,1,20,38,,
TMPRSS4,6,5,4,4,14,38,,
FADS3,6,5,4,2,13,38,,
HPS5,8,1,4,10,12,38,,
TPST1,17,3,4,0,10,38,,
WBP11,5,2,4,11,8,38,,
PLD1,16,8,4,4,2,38,,
EIF2S3,12,14,4,2,1,38,,
MEIOB,8,12,4,10,1,38,,
AP2B1,19,7,4,3,0,38,,
NFE2L2,7,2,5,3,19,38,,
CIART,4,4,5,3,17,38,,
EXOC7,11,3,5,1,14,38,,
C1orf101,5,1,5,3,13,38,,
GEMIN4,8,2,5,9,13,38,,
NEFH,5,4,5,10,8,38,,
JRK,16,5,5,5,3,38,,
BAIAP2L1,12,2,5,11,3,38,,
APOC2,17,5,5,6,2,38,,
SNRPB,11,3,5,14,2,38,,
STARD3NL,15,13,5,3,1,38,,
HAPLN1,19,4,5,6,1,38,,
PPP2R3A,10,12,5,6,0,38,,
NPM3,13,0,6,2,13,38,,
HDAC3,7,5,6,3,13,38,,
FGFR1,16,5,6,1,9,38,,
LOC105370980,8,6,6,9,4,38,,
MORC4,20,11,6,0,0,38,,
MRPL27,4,3,7,9,10,38,,
CCS,4,1,7,20,6,38,,
ULK4,6,19,7,0,4,38,,
CPAMD8,5,14,7,7,4,38,,
RAB11B,7,7,8,1,15,38,,
PLCL2,8,6,8,2,13,38,,
TBCA,8,4,8,10,3,38,,
TSPAN5,16,7,8,3,2,38,,
NME4,5,20,8,1,1,38,,
DDR2,4,2,9,6,13,38,,
LTC4S,16,5,9,5,5,38,,
MYO15B,11,2,9,10,2,38,,
BOD1L1,6,12,10,3,5,38,,
SIGLEC16,10,13,10,0,3,38,,
DNAJC14,16,5,10,1,3,38,,
CCL2,16,7,10,2,1,38,,
LOC112268464,10,13,11,3,0,38,,
PRPS1L1,5,15,12,1,1,38,,
CHPT1,7,7,16,2,8,38,,
ZNF587,4,6,16,2,6,38,,
LOC105370641,8,9,16,0,4,38,,
GNB1L,6,2,16,4,3,38,,
GRHL3,12,4,17,2,2,38,,
SPATC1L,9,5,17,3,1,38,,
NXN,3,6,18,3,3,38,,
CCDC8,7,7,18,1,2,38,,
LDLRAP1,11,3,18,3,1,38,,
SERF2,5,4,18,3,0,38,,
EVPLL,2,2,19,3,7,38,,
PAPD7,4,8,19,0,6,38,,
UQCC2,5,9,19,3,3,38,,
LPCAT4,5,4,21,3,1,38,,
KALRN,5,6,21,5,1,38,,
RASAL2,5,5,21,2,0,38,,
UBR3,5,1,22,3,2,38,,
XYLT1,3,4,22,3,1,38,,
TRIM69,5,2,23,4,3,38,,
SLC39A2,6,0,28,1,2,38,,
SLC9A2,7,1,0,12,13,37,,
MRPS18C,3,2,1,0,29,37,,
DHX30,3,2,1,4,23,37,,
BARHL1,11,0,1,1,22,37,,
SMTNL1,8,3,1,4,18,37,,
MCTP1,5,9,1,14,9,37,,
TLN2,16,6,1,2,7,37,,
LRFN4,17,7,1,0,4,37,,
LOC101060341,7,3,2,2,20,37,,
STEAP2,11,1,2,3,18,37,,
PSMD9,8,4,2,4,15,37,,
ATF1,9,3,2,1,14,37,,
DLX6,9,4,2,3,13,37,,
CD80,16,5,2,1,10,37,,
RNPS1,10,2,2,10,8,37,,
AQP11,19,1,2,4,7,37,,
SHANK2,18,6,2,1,6,37,,
GTF3C6,16,4,2,6,5,37,,
CPXM1,17,6,2,7,2,37,,
FOLR1,6,1,3,3,21,37,,
SUZ12,7,4,3,6,14,37,,
LRP12,15,16,3,3,1,37,,
AZU1,18,4,3,4,1,37,,
MMP25,7,2,4,1,19,37,,
CRYGS,7,3,4,2,17,37,,
CAMTA1,5,5,4,4,15,37,,
PCDHB8,13,5,4,1,13,37,,
CA14,7,4,4,9,13,37,,
KRT222,4,3,4,13,11,37,,
GTF3C5,10,1,4,9,8,37,,
FANCA,17,4,4,5,6,37,,
HIPK4,9,5,4,9,4,37,,
HDAC6,20,7,4,1,2,37,,
LOC100996598,9,17,4,1,2,37,,
WDR97,4,3,4,19,2,37,,
TBX1,1,2,5,6,22,37,,
CPED1,6,3,5,0,21,37,,
KMT5A,5,2,5,3,17,37,,
DOK1,12,4,5,2,14,37,,
TMEM168,13,2,5,1,13,37,,
ZNF705E,18,1,5,3,8,37,,
PDE2A,5,5,5,13,8,37,,
TRIM44,10,3,5,10,7,37,,
LOC101927572,5,12,5,4,6,37,,
LRRFIP2,6,17,5,3,5,37,,
ODF3L1,9,4,5,15,5,37,,
AP1S1,9,8,5,11,4,37,,
PRR14,9,12,5,2,3,37,,
LOC107985803,16,6,5,8,3,37,,
EIF3C,18,4,5,3,2,37,,
EMC1,9,6,5,9,2,37,,
FBXO33,13,12,5,2,1,37,,
GTF2A1,16,3,5,8,1,37,,
KLLN,3,5,5,12,1,37,,
CCDC7,7,2,6,1,14,37,,
STK38,5,5,6,0,13,37,,
PCK2,12,4,6,12,5,37,,
LRRC24,14,0,6,9,4,37,,
RRP8,8,7,6,11,3,37,,
TAOK1,11,12,6,6,1,37,,
CDT1,7,6,6,13,1,37,,
ZNF736,5,3,7,3,19,37,,
NME1-NME2,5,6,7,2,13,37,,
PTPRCAP,6,4,7,3,13,37,,
HOMER3,10,4,7,4,13,37,,
AMOT,11,13,7,1,5,37,,
GPR83,11,2,7,10,3,37,,
ENTPD5,16,1,7,3,2,37,,
RILPL2,7,15,7,4,2,37,,
SLC29A4,4,19,7,4,0,37,,
LONRF2,9,2,8,3,15,37,,
SNRNP48,8,4,8,11,4,37,,
HIST1H2BH,6,3,9,1,15,37,,
MUC8,3,3,9,2,13,37,,
PPP1R2B,9,13,9,5,3,37,,
B4GALT7,3,4,9,16,1,37,,
SPSB1,2,3,10,1,19,37,,
VSTM2L,3,3,10,1,16,37,,
UNC79,17,3,10,1,2,37,,
SYCE1,3,1,11,10,9,37,,
SHMT2,3,12,11,0,6,37,,
TMEM117,9,6,12,10,2,37,,
TMEM59L,4,12,13,1,2,37,,
BMF,5,7,13,13,2,37,,
NOTCH3,8,12,13,0,1,37,,
C5orf47,5,4,14,10,3,37,,
MANBA,3,4,15,15,2,37,,
C2CD5,8,1,16,4,7,37,,
ZXDA,14,8,16,0,1,37,,
PGBD4,8,5,16,5,1,37,,
ATP2C2,6,7,16,4,0,37,,
TMEM80,9,2,17,4,3,37,,
RPH3AL,7,4,18,1,2,37,,
MGMT,8,8,18,1,1,37,,
DPP8,6,7,19,4,0,37,,
COMMD10,6,4,20,4,2,37,,
CFI,5,4,20,1,0,37,,
RFLNB,5,3,23,1,2,37,,
TEX10,3,4,25,3,2,37,,
DCAF17,4,7,25,1,0,37,,
TXNDC17,6,2,0,3,22,36,,
PEPD,3,2,1,4,26,36,,
RBM14-RBM4,4,3,1,3,16,36,,
AMBP,8,0,1,10,16,36,,
IRX4,6,5,1,2,15,36,,
RBM26,10,1,1,6,14,36,,
STRIP1,20,2,1,2,8,36,,
ERCC6-PGBD3,6,2,2,2,24,36,,
OAS2,9,1,2,1,22,36,,
MYH11,8,4,2,6,15,36,,
SLC1A5,4,3,2,8,15,36,,
LOC112268004,4,7,2,1,13,36,,
EHF,17,2,2,2,10,36,,
PRKAG1,9,1,2,10,10,36,,
CHST6,8,5,2,10,8,36,,
TAGAP,18,1,2,2,6,36,,
BPTF,5,5,2,14,6,36,,
COBLL1,10,17,2,1,2,36,,
RUFY2,3,2,3,2,22,36,,
MRPS26,5,3,3,3,19,36,,
ZDHHC24,9,2,3,1,18,36,,
FIBP,10,2,3,0,15,36,,
SPTBN4,6,6,3,1,15,36,,
CACUL1,5,1,3,13,10,36,,
BASP1,5,3,3,13,4,36,,
RBM17,6,2,3,21,4,36,,
RAB6B,18,9,3,5,2,36,,
TNFAIP6,7,4,4,5,14,36,,
EPC1,9,5,4,9,10,36,,
MPV17L,6,12,4,1,7,36,,
AMTN,7,13,4,1,7,36,,
RIF1,8,6,4,9,6,36,,
SLC6A13,7,3,4,12,6,36,,
INPP5J,9,5,4,9,5,36,,
TEX261,7,16,4,3,4,36,,
PNISR,7,12,4,5,4,36,,
POC5,7,5,4,11,4,36,,
FOXP1,13,13,4,1,3,36,,
NLGN3,11,13,4,1,2,36,,
GAS2L1,16,7,4,2,2,36,,
SBK2,10,5,5,1,14,36,,
HRK,7,12,5,1,10,36,,
ECSIT,6,2,5,10,9,36,,
NYAP1,10,4,5,11,6,36,,
TSPO,19,4,5,3,5,36,,
IGHMBP2,16,1,5,4,5,36,,
RPL32,10,15,5,1,3,36,,
C10orf62,5,17,5,4,2,36,,
SREK1IP1,17,12,5,1,1,36,,
SYT7,6,24,5,1,1,36,,
CLN6,6,12,5,8,0,36,,
AMH,11,5,5,9,0,36,,
AUTS2,7,2,6,4,16,36,,
CCDC92,6,4,6,3,14,36,,
GLIPR1L2,6,2,6,1,13,36,,
MYADM,11,2,6,2,13,36,,
IGDCC4,9,2,6,4,13,36,,
NUDC,16,2,6,2,8,36,,
ZRANB3,4,3,6,11,8,36,,
KPNA2,16,3,6,6,5,36,,
PTPN13,9,14,6,0,3,36,,
MAST3,9,15,6,1,3,36,,
NASP,8,7,6,11,3,36,,
DDA1,6,2,6,15,3,36,,
LOC105373750,5,5,6,15,2,36,,
LSM12,9,2,6,14,1,36,,
TMEM127,16,5,6,5,0,36,,
UFM1,3,6,7,4,15,36,,
CTAGE8,7,13,7,1,3,36,,
CDC34,5,16,7,3,3,36,,
CLCN2,7,5,7,10,3,36,,
TTC37,11,7,7,9,2,36,,
RASSF1,16,8,7,0,1,36,,
GTF2B,12,4,7,9,1,36,,
MAPK14,7,9,7,10,1,36,,
ZFP1,16,7,7,3,0,36,,
KCTD21,4,3,8,2,16,36,,
ADAMTS4,4,1,8,5,16,36,,
ADGRA2,6,2,8,10,10,36,,
TMEM141,3,1,9,1,21,36,,
OR52W1,16,3,9,0,4,36,,
RARRES3,5,18,9,3,1,36,,
ZNF511,8,5,9,14,1,36,,
LGALS9,11,2,10,9,2,36,,
BNIP2,7,6,11,10,2,36,,
MAGI1,9,12,11,1,0,36,,
CENPC,9,12,12,4,1,36,,
LOC101930434,9,1,13,1,13,36,,
THPO,6,13,13,1,1,36,,
PRRC2A,5,7,16,3,7,36,,
BRMS1L,4,5,16,1,4,36,,
ZNF467,10,3,16,2,4,36,,
GP1BA,6,6,16,3,4,36,,
KCNH4,9,6,16,3,2,36,,
ZNF224,5,10,16,1,1,36,,
NGF,8,7,16,3,1,36,,
MEP1B,10,3,17,2,2,36,,
LOC105370940,6,2,17,5,2,36,,
GSG2,9,7,17,3,0,36,,
KCNN3,2,3,18,1,7,36,,
RFXANK,4,3,18,4,3,36,,
CHRNA7,8,7,19,7,1,36,,
ABCF1,10,2,19,1,0,36,,
MYB,6,5,20,2,2,36,,
IL16,4,1,21,6,2,36,,
FBXO3,8,0,0,1,23,35,,
ME3,8,2,0,2,17,35,,
MNT,9,3,0,3,14,35,,
ASCC2,5,4,0,18,6,35,,
TXNIP,6,5,1,5,17,35,,
BOD1,4,2,1,6,17,35,,
SDHD,8,3,1,4,16,35,,
TMEM19,14,0,1,5,13,35,,
SLC25A16,5,8,1,10,8,35,,
SART1,8,1,1,9,7,35,,
NDUFA10,7,1,2,2,22,35,,
DVL1,4,3,2,4,21,35,,
CDK2AP2,7,4,2,0,17,35,,
METTL15,6,1,2,8,16,35,,
ANKS1B,7,3,2,2,14,35,,
SPTBN2,12,2,2,3,13,35,,
ZNF106,9,16,2,2,6,35,,
COLQ,19,3,2,4,2,35,,
ANKRD29,16,9,2,2,1,35,,
LOC107984745,15,14,2,5,1,35,,
DUS3L,8,6,2,14,1,35,,
CDH24,5,18,2,2,0,35,,
UCP2,2,2,3,2,22,35,,
GNS,3,1,3,4,21,35,,
HAUS4,6,6,3,4,15,35,,
DEFB130,8,1,3,5,15,35,,
RNF223,6,4,3,9,9,35,,
CHCHD5,17,4,3,0,6,35,,
SOST,9,5,3,9,3,35,,
CXCL16,12,17,3,0,2,35,,
NFYA,17,4,3,5,2,35,,
CD4,11,12,3,1,1,35,,
DYSF,7,1,3,16,0,35,,
ADRBK1,7,0,4,3,19,35,,
PRR35,5,2,4,3,19,35,,
WEE2,6,2,4,2,17,35,,
POU2F1,8,3,4,1,14,35,,
ZBTB1,4,4,4,6,14,35,,
BSN,7,3,4,10,8,35,,
TDRD6,18,4,4,0,7,35,,
UBE2L6,10,4,4,10,4,35,,
WDR33,18,1,4,5,3,35,,
PDE4A,5,5,4,13,3,35,,
GGTLC2,8,2,4,14,3,35,,
NBR1,6,6,4,13,2,35,,
CREB3,12,4,4,11,1,35,,
FAM149B1,1,3,5,0,22,35,,
ALG8,5,1,5,1,21,35,,
CBLL1,4,1,5,1,19,35,,
SLC4A11,8,2,5,5,13,35,,
SPATA2,8,14,5,2,3,35,,
BTN2A1,8,13,5,4,1,35,,
KDSR,2,4,6,4,18,35,,
PLEKHO2,7,1,6,1,16,35,,
ABCD2,9,1,6,3,14,35,,
TMIE,5,4,6,11,6,35,,
RHOJ,11,2,6,9,3,35,,
SOS1,8,5,6,12,3,35,,
B4GALNT3,8,13,6,3,2,35,,
SOCS5,7,15,6,6,1,35,,
PEF1,7,5,6,12,1,35,,
TIGD6,16,4,6,5,0,35,,
PRMT3,4,0,7,2,19,35,,
TMUB2,3,7,7,2,13,35,,
BCL2L1,4,1,7,10,11,35,,
CERS1,19,3,7,3,4,35,,
PRR15L,10,6,7,9,3,35,,
PASK,3,6,8,5,13,35,,
MBP,8,14,8,4,0,35,,
SIGLEC10,4,12,9,1,9,35,,
PHGDH,2,4,9,11,8,35,,
SLC6A12,2,15,9,0,3,35,,
QPRT,4,12,9,4,3,35,,
YPEL1,7,6,9,9,3,35,,
IRF4,3,21,9,2,2,35,,
LOC107987248,7,12,9,2,1,35,,
ANAPC1,11,2,9,9,1,35,,
RC3H2,6,1,10,2,14,35,,
SV2C,5,3,10,13,4,35,,
SLF2,6,3,10,10,2,35,,
BDKRB1,4,12,11,2,2,35,,
NOSIP,4,12,12,1,0,35,,
RBMX2,3,14,12,5,0,35,,
UCHL3,1,12,15,6,1,35,,
VASH1,8,2,16,1,7,35,,
NUDT4,6,7,17,2,1,35,,
LSM14A,7,1,18,3,5,35,,
POSTN,1,8,18,3,2,35,,
ST8SIA5,7,4,18,1,1,35,,
NADK,6,1,18,5,1,35,,
PCDHA10,6,5,22,2,1,35,,
MUC12,5,0,0,1,26,34,,
COX17,2,1,0,4,19,34,,
XPO5,10,5,0,0,15,34,,
CA13,6,3,0,8,14,34,,
TCF12,21,5,0,3,4,34,,
ART5,5,1,1,2,19,34,,
TMEM138,8,1,1,2,18,34,,
RAB3IP,5,2,1,4,17,34,,
KRT79,13,2,1,2,15,34,,
RAI2,3,3,1,4,14,34,,
FTSJ3,7,1,1,11,7,34,,
RAD54L2,8,2,1,10,6,34,,
FXYD5,2,2,2,2,22,34,,
HMGN1,4,1,2,2,20,34,,
LHCGR,5,2,2,3,17,34,,
TSSK2,10,0,2,2,14,34,,
MTO1,12,1,2,4,14,34,,
C12orf74,6,4,2,4,14,34,,
FGFR4,10,3,2,10,6,34,,
SCAND1,5,4,2,14,5,34,,
RPS3,9,15,2,2,4,34,,
SMPD5,16,5,2,4,4,34,,
PBX3,19,9,2,3,2,34,,
BEST3,9,5,2,12,2,34,,
ANKRD17,16,5,2,8,0,34,,
4-Mar,7,2,3,0,19,34,,
UBE2L3,7,2,3,0,18,34,,
SLX4,6,1,3,2,17,34,,
GATAD2A,8,2,3,4,16,34,,
SCN1B,11,3,3,0,15,34,,
TMEM262,11,3,3,1,15,34,,
STAB2,10,2,3,2,15,34,,
DMWD,8,2,3,1,13,34,,
SLC25A33,5,3,3,4,13,34,,
SLC25A41,3,5,3,9,3,34,,
WDR41,11,5,3,11,3,34,,
HRAS,17,5,3,3,2,34,,
HDHD3,3,12,3,11,2,34,,
SHISA4,21,4,3,7,0,34,,
STK35,12,5,3,10,0,34,,
LOC112268105,4,2,4,2,16,34,,
ZNF277,8,1,4,2,14,34,,
DKK2,3,2,4,2,14,34,,
MYL12A,20,1,4,1,7,34,,
ZNF460,7,4,4,11,6,34,,
ZSCAN21,11,3,4,10,5,34,,
GABPB2,8,1,4,11,5,34,,
VGF,10,5,4,12,4,34,,
TMEM11,23,1,4,0,1,34,,
MYO1A,2,1,5,1,19,34,,
GTF2IRD2B,3,5,5,3,18,34,,
MICU1,7,3,5,2,17,34,,
LOC112268003,6,2,5,3,14,34,,
KIF16B,10,4,5,1,13,34,,
SLC16A8,8,2,5,4,13,34,,
KCNK4,4,0,5,6,13,34,,
LBR,7,4,5,12,7,34,,
MYOM2,19,0,5,4,4,34,,
DIRC2,18,7,5,2,3,34,,
FGF2,5,11,5,10,3,34,,
MGST2,5,4,5,13,3,34,,
RAP2B,18,5,5,1,2,34,,
CCDC33,12,4,5,11,2,34,,
TMED7,18,6,5,1,0,34,,
CST6,3,0,6,6,17,34,,
TDP2,5,2,6,2,14,34,,
CNFN,2,4,6,3,13,34,,
SFN,4,0,6,4,13,34,,
HIBCH,6,2,6,11,7,34,,
NPY4R,16,3,6,4,4,34,,
PTP4A3,8,4,6,9,1,34,,
ACOX3,8,0,7,1,14,34,,
HOXB2,4,0,7,9,11,34,,
EMILIN3,17,2,7,1,4,34,,
DTD2,11,1,7,12,1,34,,
QRICH2,17,3,7,4,0,34,,
SMC4,6,4,8,1,13,34,,
ATF4,6,0,8,3,13,34,,
KLKB1,4,14,8,2,8,34,,
UROD,11,3,8,10,0,34,,
MARK4,3,3,10,10,7,34,,
ACACB,5,14,10,2,2,34,,
NUP98,6,2,11,9,0,34,,
DTX2,5,12,13,3,1,34,,
PQLC2L,2,12,14,0,2,34,,
CBR1,2,7,16,1,4,34,,
MAP7,6,6,16,3,1,34,,
TGM5,4,5,16,6,1,34,,
TMEM60,1,3,17,5,2,34,,
DHRS7C,5,6,17,1,0,34,,
RICTOR,7,3,20,0,0,34,,
ARHGDIB,5,3,22,2,0,34,,
CPVL,2,4,24,2,0,34,,
DRAM2,3,3,25,4,0,34,,
CHCHD3,6,3,0,3,16,33,,
ERGIC2,5,3,1,0,19,33,,
FOXK2,3,4,1,2,19,33,,
AMPD3,9,1,1,0,16,33,,
ANKRD36C,7,2,1,16,3,33,,
SLC7A6,5,2,2,0,20,33,,
LOC105373289,3,2,2,2,19,33,,
EML3,7,3,2,1,18,33,,
FADS1,7,4,2,2,17,33,,
LOC101928722,6,0,2,3,17,33,,
MTMR6,5,4,2,5,17,33,,
LOC102724250,5,5,2,0,14,33,,
PLCE1,6,4,2,3,13,33,,
LOC107987345,7,1,2,14,9,33,,
CEP112,8,3,2,9,8,33,,
SCRG1,18,1,2,2,6,33,,
DVL3,8,12,2,2,6,33,,
AMZ1,17,1,2,8,4,33,,
CLCN3,8,5,2,12,3,33,,
EEF1AKMT4,19,8,2,2,1,33,,
CDC25A,10,2,2,13,1,33,,
TMEM74B,23,4,2,1,0,33,,
LOC107986035,19,3,2,5,0,33,,
POM121C,2,2,3,0,22,33,,
TBRG4,8,2,3,1,18,33,,
ITGB7,2,9,3,1,15,33,,
LOC285500,8,4,3,10,6,33,,
C1orf112,9,4,3,9,5,33,,
ARSG,5,0,3,18,4,33,,
HDGFL2,16,7,3,1,3,33,,
ZNF563,16,2,3,4,3,33,,
PDCD7,6,6,3,12,2,33,,
BOLA3,19,5,3,3,1,33,,
SHISA5,9,2,4,9,6,33,,
HMGN4,6,1,4,13,6,33,,
GJC3,4,12,4,4,4,33,,
PEX10,11,1,4,9,4,33,,
SPDYA,8,10,4,10,0,33,,
HIST1H3G,7,1,5,0,19,33,,
STAMBP,4,1,5,1,18,33,,
ZNF766,11,4,5,0,13,33,,
YDJC,8,0,5,2,13,33,,
NUP205,6,4,5,9,7,33,,
RCN1,6,4,5,10,7,33,,
