,Feature,num_feat_genes,num_feat_ids,GO,term,class,p,p_corr,n_genes,n_study,n_go,study_geneIDs
226,Cells_Texture_Correlation_DAPI_Painting_5_00_256,236,197,GO:0006364,rRNA processing,biological_process,4.30159033458479e-12,2.5678343502303905e-08,15,192,115,"{84128, 10885, 51077, 55272, 6217, 6218, 2091, 88745, 5822, 6223, 10199, 51096, 65083, 27292, 9790}"
227,Cells_Texture_Correlation_DAPI_Painting_5_00_256,236,197,GO:0005730,nucleolus,cellular_component,1.4515041474511581e-16,2.5241657124175637e-13,43,192,1357,"{84128, 10885, 51077, 55272, 6217, 6218, 2091, 88745, 5822, 6223, 10199, 51096, 65083, 27292, 9790}"
228,Cells_Texture_Correlation_DAPI_Painting_5_00_256,236,197,GO:0032040,small-subunit processome,cellular_component,6.307193465904963e-15,5.484104718604365e-12,15,192,74,"{84128, 10885, 51077, 55272, 6217, 6218, 2091, 88745, 5822, 6223, 10199, 51096, 65083, 27292, 9790}"
229,Cells_Texture_Correlation_DAPI_Painting_5_00_256,236,197,GO:0005654,nucleoplasm,cellular_component,2.4105471131639563e-14,1.3973138099307067e-11,92,192,3887,"{84128, 10885, 51077, 55272, 6217, 6218, 2091, 88745, 5822, 6223, 10199, 51096, 65083, 27292, 9790}"
230,Cells_Texture_Correlation_DAPI_Painting_5_00_256,236,197,GO:0003723,RNA binding,molecular_function,9.269779780081644e-16,4.04996678591767e-12,53,192,1389,"{84128, 10885, 51077, 55272, 6217, 6218, 2091, 88745, 5822, 6223, 10199, 51096, 65083, 27292, 9790}"
231,Cells_Texture_Correlation_DAPI_Painting_5_01_256,103,96,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.7028434436204994e-13,4.420824787338514e-09,11,95,72,"{51077, 6217, 6218, 2091, 84946, 6228, 51096, 10199, 23160, 27292, 11103}"
232,Cells_Texture_Correlation_DAPI_Painting_5_01_256,103,96,GO:0006364,rRNA processing,biological_process,5.0980651787283917e-11,3.0432900084419136e-07,11,95,115,"{51077, 6217, 6218, 2091, 84946, 6228, 51096, 10199, 23160, 27292, 11103}"
233,Cells_Texture_Correlation_DAPI_Painting_5_01_256,103,96,GO:0005654,nucleoplasm,cellular_component,6.479285620848538e-15,1.1267477694655607e-11,57,95,3887,"{51077, 6217, 6218, 2091, 84946, 6228, 51096, 10199, 23160, 27292, 11103}"
234,Cells_Texture_Correlation_DAPI_Painting_5_01_256,103,96,GO:0005730,nucleolus,cellular_component,7.853301835104752e-12,6.828445945623582e-09,25,95,1357,"{51077, 6217, 6218, 2091, 84946, 6228, 51096, 10199, 23160, 27292, 11103}"
235,Cells_Texture_Correlation_DAPI_Painting_5_01_256,103,96,GO:0032040,small-subunit processome,cellular_component,1.4319493262360874e-11,8.30053292774852e-09,10,95,74,"{51077, 6217, 6218, 2091, 84946, 6228, 51096, 10199, 23160, 27292, 11103}"
236,Cells_Texture_Correlation_DAPI_Painting_5_01_256,103,96,GO:0003723,RNA binding,molecular_function,3.34902325154072e-14,1.4631882585981406e-10,34,95,1389,"{51077, 6217, 6218, 2091, 84946, 6228, 51096, 10199, 23160, 27292, 11103}"
237,Cells_Texture_Correlation_DAPI_Painting_5_02_256,94,79,GO:0005654,nucleoplasm,cellular_component,1.0295454175433734e-09,1.7797963700289762e-06,43,79,3887,"{10885, 79622, 4998, 7311, 8208, 5393, 64785, 83732, 8086, 10775, 25885, 11169, 10274, 57508, 2091, 51755, 5424, 8882, 5426, 10293, 5557, 65083, 10556, 4931, 25926, 8914, 6228, 29781, 6229, 8661, 5983, 10081, 9442, 8295, 6119, 55272, 144108, 10607, 9968, 11128, 27258, 64764, 55294}"
238,Cells_Texture_Correlation_DAPI_Painting_5_02_256,94,79,GO:0005730,nucleolus,cellular_component,2.046919344484159e-09,1.7797963700289762e-06,20,79,1357,"{10885, 79622, 4998, 7311, 8208, 5393, 64785, 83732, 8086, 10775, 25885, 11169, 10274, 57508, 2091, 51755, 5424, 8882, 5426, 10293, 5557, 65083, 10556, 4931, 25926, 8914, 6228, 29781, 6229, 8661, 5983, 10081, 9442, 8295, 6119, 55272, 144108, 10607, 9968, 11128, 27258, 64764, 55294}"
239,Cells_Texture_Correlation_DAPI_Painting_5_03_256,142,114,GO:0042274,ribosomal small subunit biogenesis,biological_process,7.291930577015737e-17,8.705835915899089e-13,14,114,72,"{84128, 6209, 2091, 6223, 10607, 84946, 6228, 83732, 11103, 51096, 23160, 6234, 5822, 134430}"
240,Cells_Texture_Correlation_DAPI_Painting_5_03_256,142,114,GO:0006364,rRNA processing,biological_process,2.0324376798113324e-11,1.2132636729633749e-07,12,114,115,"{84128, 6209, 2091, 6223, 10607, 84946, 6228, 83732, 11103, 51096, 23160, 6234, 5822, 134430}"
241,Cells_Texture_Correlation_DAPI_Painting_5_03_256,142,114,GO:0005654,nucleoplasm,cellular_component,1.2648880525026254e-14,2.1996403233020656e-11,64,114,3887,"{84128, 6209, 2091, 6223, 10607, 84946, 6228, 83732, 11103, 51096, 23160, 6234, 5822, 134430}"
242,Cells_Texture_Correlation_DAPI_Painting_5_03_256,142,114,GO:0032040,small-subunit processome,cellular_component,3.3509093957205807e-12,2.913615719579045e-09,11,114,74,"{84128, 6209, 2091, 6223, 10607, 84946, 6228, 83732, 11103, 51096, 23160, 6234, 5822, 134430}"
243,Cells_Texture_Correlation_Mito_20_00_256,149,125,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.753061849547881e-16,3.2868805421752153e-12,14,125,72,"{84128, 55226, 10885, 6217, 88745, 92856, 57647, 5394, 51602, 6232, 57050, 27292, 9277, 9790}"
244,Cells_Texture_Correlation_Mito_20_00_256,149,125,GO:0006364,rRNA processing,biological_process,6.086296911373832e-11,3.6332149412446087e-07,12,125,115,"{84128, 55226, 10885, 6217, 88745, 92856, 57647, 5394, 51602, 6232, 57050, 27292, 9277, 9790}"
245,Cells_Texture_Correlation_Mito_20_00_256,149,125,GO:0032040,small-subunit processome,cellular_component,3.3952356247913176e-16,5.904314751512102e-13,14,125,74,"{84128, 55226, 10885, 6217, 88745, 92856, 57647, 5394, 51602, 6232, 57050, 27292, 9277, 9790}"
246,Cells_Texture_Correlation_Mito_20_00_256,149,125,GO:0003723,RNA binding,molecular_function,2.0576671494128065e-10,8.989947775784551e-07,34,125,1389,"{84128, 55226, 10885, 6217, 88745, 92856, 57647, 5394, 51602, 6232, 57050, 27292, 9277, 9790}"
247,Cells_Texture_Correlation_Mito_20_02_256,88,83,GO:0042274,ribosomal small subunit biogenesis,biological_process,6.947687274586664e-14,8.294843837129019e-10,11,82,72,"{84128, 10528, 88745, 27341, 26574, 10607, 6205, 6228, 6229, 9277, 102724159}"
248,Cells_Texture_Correlation_Mito_20_02_256,88,83,GO:0032040,small-subunit processome,cellular_component,3.1753908542419833e-12,5.522004695526809e-09,10,82,74,"{84128, 10528, 88745, 27341, 26574, 10607, 6205, 6228, 6229, 9277, 102724159}"
249,Cells_Texture_Correlation_Mito_20_02_256,88,83,GO:0003723,RNA binding,molecular_function,1.3307951498464376e-10,5.814244009679086e-07,27,82,1389,"{84128, 10528, 88745, 27341, 26574, 10607, 6205, 6228, 6229, 9277, 102724159}"
250,Cells_Texture_Correlation_Phalloidin_20_01_256,154,130,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.1206076984313154e-11,1.3378935311571475e-07,11,129,72,"{84128, 10885, 56902, 88745, 2091, 26574, 51096, 57050, 65083, 9277, 5822}"
251,Cells_Texture_Correlation_Phalloidin_20_01_256,154,130,GO:0032040,small-subunit processome,cellular_component,5.003458065945592e-13,8.701013576679384e-10,12,129,74,"{84128, 10885, 56902, 88745, 2091, 26574, 51096, 57050, 65083, 9277, 5822}"
252,Cells_Texture_Correlation_Phalloidin_20_01_256,154,130,GO:0003723,RNA binding,molecular_function,2.4448082783742307e-13,1.0681367368217013e-09,39,129,1389,"{84128, 10885, 56902, 88745, 2091, 26574, 51096, 57050, 65083, 9277, 5822}"
253,Cells_Texture_Correlation_Phalloidin_20_02_256,91,79,GO:0003723,RNA binding,molecular_function,2.1476347080477127e-10,9.383016039460457e-07,26,78,1389,"{55308, 6157, 4236, 9100, 51602, 8602, 27292, 51491, 1964, 8886, 1977, 9277, 6207, 6208, 1736, 10056, 84310, 10199, 4440, 51428, 55661, 65008, 7153, 6141, 1662, 9343}"
254,Cells_Texture_Correlation_WGA_20_00_256,69,59,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.710205364655997e-10,2.041814184862795e-06,8,58,72,"{51077, 10885, 26574, 6229, 6232, 57050, 10171, 27292}"
255,Cells_Texture_Correlation_WGA_20_00_256,69,59,GO:0032040,small-subunit processome,cellular_component,8.43691706303069e-14,1.467179877261037e-10,10,58,74,"{51077, 10885, 26574, 6229, 6232, 57050, 10171, 27292}"
256,Cells_Texture_Correlation_WGA_20_00_256,69,59,GO:0005730,nucleolus,cellular_component,2.9006665335735126e-09,2.5221295509421694e-06,17,58,1357,"{51077, 10885, 26574, 6229, 6232, 57050, 10171, 27292}"
257,Cells_Texture_Correlation_WGA_20_01_256,78,71,GO:0032040,small-subunit processome,cellular_component,9.050324655209104e-10,1.5738514575408632e-06,8,70,74,"{51077, 79050, 27340, 57647, 10199, 6232, 57050, 8602}"
258,Cells_Texture_Correlation_WGA_5_02_256,150,124,GO:0005885,Arp2/3 protein complex,cellular_component,3.2938629841813e-09,5.728027729491281e-06,5,124,9,"{10093, 10094, 10096, 10097, 10109}"
259,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,425,364,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.725413943576133e-25,4.447771707235546e-21,26,356,72,"{55813, 10885, 83732, 27292, 84128, 10528, 84135, 57647, 92856, 6201, 65083, 9277, 5822, 6209, 6210, 27340, 27341, 51406, 6223, 26574, 6230, 57050, 11103, 55781, 10607, 23160}"
260,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,425,364,GO:0006364,rRNA processing,biological_process,2.8402224614047117e-16,1.6954707983355427e-12,23,356,115,"{55813, 10885, 83732, 27292, 84128, 10528, 84135, 57647, 92856, 6201, 65083, 9277, 5822, 6209, 6210, 27340, 27341, 51406, 6223, 26574, 6230, 57050, 11103, 55781, 10607, 23160}"
261,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,425,364,GO:0032040,small-subunit processome,cellular_component,1.4812887594062e-23,2.575961152607382e-20,25,356,74,"{55813, 10885, 83732, 27292, 84128, 10528, 84135, 57647, 92856, 6201, 65083, 9277, 5822, 6209, 6210, 27340, 27341, 51406, 6223, 26574, 6230, 57050, 11103, 55781, 10607, 23160}"
262,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,425,364,GO:0005654,nucleoplasm,cellular_component,1.4341172530557902e-21,1.2469649515320096e-18,162,356,3887,"{55813, 10885, 83732, 27292, 84128, 10528, 84135, 57647, 92856, 6201, 65083, 9277, 5822, 6209, 6210, 27340, 27341, 51406, 6223, 26574, 6230, 57050, 11103, 55781, 10607, 23160}"
263,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,425,364,GO:0005730,nucleolus,cellular_component,2.696196618004607e-16,1.5628953062366708e-13,60,356,1357,"{55813, 10885, 83732, 27292, 84128, 10528, 84135, 57647, 92856, 6201, 65083, 9277, 5822, 6209, 6210, 27340, 27341, 51406, 6223, 26574, 6230, 57050, 11103, 55781, 10607, 23160}"
264,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,425,364,GO:0005634,nucleus,cellular_component,2.933165602695471e-09,1.275193745771856e-06,161,356,5616,"{55813, 10885, 83732, 27292, 84128, 10528, 84135, 57647, 92856, 6201, 65083, 9277, 5822, 6209, 6210, 27340, 27341, 51406, 6223, 26574, 6230, 57050, 11103, 55781, 10607, 23160}"
265,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,425,364,GO:0003723,RNA binding,molecular_function,4.965999045248891e-20,2.1696449828692404e-16,85,356,1389,"{55813, 10885, 83732, 27292, 84128, 10528, 84135, 57647, 92856, 6201, 65083, 9277, 5822, 6209, 6210, 27340, 27341, 51406, 6223, 26574, 6230, 57050, 11103, 55781, 10607, 23160}"
266,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,295,260,GO:0042274,ribosomal small subunit biogenesis,biological_process,4.03487281734954e-17,4.817234656633617e-13,18,255,72,"{84128, 6209, 55813, 10885, 55781, 27340, 27341, 92856, 57647, 10607, 84946, 11103, 23160, 57050, 65083, 27292, 5822, 134430}"
267,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,295,260,GO:0006364,rRNA processing,biological_process,2.2284989171345085e-11,1.330302428583445e-07,16,255,115,"{84128, 6209, 55813, 10885, 55781, 27340, 27341, 92856, 57647, 10607, 84946, 11103, 23160, 57050, 65083, 27292, 5822, 134430}"
268,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,295,260,GO:0006281,DNA repair,biological_process,1.1671275369001387e-09,4.644778554350251e-06,20,255,245,"{84128, 6209, 55813, 10885, 55781, 27340, 27341, 92856, 57647, 10607, 84946, 11103, 23160, 57050, 65083, 27292, 5822, 134430}"
269,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,295,260,GO:0005654,nucleoplasm,cellular_component,1.7944029520001478e-22,3.120466733528257e-19,129,255,3887,"{84128, 6209, 55813, 10885, 55781, 27340, 27341, 92856, 57647, 10607, 84946, 11103, 23160, 57050, 65083, 27292, 5822, 134430}"
270,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,295,260,GO:0032040,small-subunit processome,cellular_component,1.1393640894172798e-15,9.906770757483247e-13,17,255,74,"{84128, 6209, 55813, 10885, 55781, 27340, 27341, 92856, 57647, 10607, 84946, 11103, 23160, 57050, 65083, 27292, 5822, 134430}"
271,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,295,260,GO:0005634,nucleus,cellular_component,3.501029107297859e-11,2.0294298725303257e-08,128,255,5616,"{84128, 6209, 55813, 10885, 55781, 27340, 27341, 92856, 57647, 10607, 84946, 11103, 23160, 57050, 65083, 27292, 5822, 134430}"
272,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,295,260,GO:0005730,nucleolus,cellular_component,2.685699263267722e-10,1.167607754705642e-07,40,255,1357,"{84128, 6209, 55813, 10885, 55781, 27340, 27341, 92856, 57647, 10607, 84946, 11103, 23160, 57050, 65083, 27292, 5822, 134430}"
273,Cells_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,295,260,GO:0003723,RNA binding,molecular_function,2.420948062434319e-18,1.057712208477554e-14,67,255,1389,"{84128, 6209, 55813, 10885, 55781, 27340, 27341, 92856, 57647, 10607, 84946, 11103, 23160, 57050, 65083, 27292, 5822, 134430}"
274,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,76,73,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.530261936199074e-11,3.0208797256280747e-07,9,71,72,"{84128, 6209, 10607, 11103, 23160, 57050, 65083, 5822, 134430}"
275,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,76,73,GO:0005654,nucleoplasm,cellular_component,2.1711954187334991e-10,3.775708833177555e-07,41,71,3887,"{84128, 6209, 10607, 11103, 23160, 57050, 65083, 5822, 134430}"
276,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,76,73,GO:0032040,small-subunit processome,cellular_component,1.0162981178876061e-09,8.836712135032735e-07,8,71,74,"{84128, 6209, 10607, 11103, 23160, 57050, 65083, 5822, 134430}"
277,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,76,73,GO:0003723,RNA binding,molecular_function,1.2441265465243561e-10,5.435588881764912e-07,25,71,1389,"{84128, 6209, 10607, 11103, 23160, 57050, 65083, 5822, 134430}"
278,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_01_256,70,65,GO:0006281,DNA repair,biological_process,8.766514070066317e-12,6.621999580438994e-08,13,65,245,"{5888, 6240, 5985, 51750, 6119, 8295, 5422, 5424, 8914, 86, 6749, 55294, 5983}"
279,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_01_256,70,65,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.1093055667039105e-11,6.621999580438994e-08,9,65,72,"{5888, 6240, 5985, 51750, 6119, 8295, 5422, 5424, 8914, 86, 6749, 55294, 5983}"
280,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_01_256,70,65,GO:0000731,DNA synthesis involved in DNA repair,biological_process,1.2340722683323022e-09,4.911196270539785e-06,5,65,14,"{5888, 6240, 5985, 51750, 6119, 8295, 5422, 5424, 8914, 86, 6749, 55294, 5983}"
281,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_01_256,70,65,GO:0005654,nucleoplasm,cellular_component,2.916440193726697e-17,5.071689496890726e-14,47,65,3887,"{5888, 6240, 5985, 51750, 6119, 8295, 5422, 5424, 8914, 86, 6749, 55294, 5983}"
282,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_01_256,70,65,GO:0032040,small-subunit processome,cellular_component,1.2637446974689654e-11,1.0988260144492655e-08,9,65,74,"{5888, 6240, 5985, 51750, 6119, 8295, 5422, 5424, 8914, 86, 6749, 55294, 5983}"
283,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_01_256,70,65,GO:0005730,nucleolus,cellular_component,2.7442681310902218e-09,1.590760759988632e-06,18,65,1357,"{5888, 6240, 5985, 51750, 6119, 8295, 5422, 5424, 8914, 86, 6749, 55294, 5983}"
284,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,59,58,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.787721603514199e-12,4.5221608224356026e-08,9,58,72,"{84128, 6209, 55813, 10607, 57050, 6234, 65083, 5822, 11103}"
285,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,59,58,GO:0006364,rRNA processing,biological_process,2.1181353610038342e-10,1.2644209037512389e-06,9,58,115,"{84128, 6209, 55813, 10607, 57050, 6234, 65083, 5822, 11103}"
286,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,59,58,GO:0032040,small-subunit processome,cellular_component,8.43691706303069e-14,1.467179877261037e-10,10,58,74,"{84128, 6209, 55813, 10607, 57050, 6234, 65083, 5822, 11103}"
287,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,59,58,GO:0005654,nucleoplasm,cellular_component,4.376432697730256e-12,3.805308230676458e-09,38,58,3887,"{84128, 6209, 55813, 10607, 57050, 6234, 65083, 5822, 11103}"
288,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_03_256,100,92,GO:0042274,ribosomal small subunit biogenesis,biological_process,5.758894542978764e-22,6.8755441948623464e-18,16,89,72,"{84128, 55813, 56902, 10885, 23160, 27341, 92856, 10607, 11103, 6232, 57050, 6234, 65083, 27292, 5822, 134430}"
289,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_03_256,100,92,GO:0006364,rRNA processing,biological_process,1.2433540915635614e-15,7.42220224958868e-12,14,89,115,"{84128, 55813, 56902, 10885, 23160, 27341, 92856, 10607, 11103, 6232, 57050, 6234, 65083, 27292, 5822, 134430}"
290,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_03_256,100,92,GO:0000731,DNA synthesis involved in DNA repair,biological_process,4.349231545893225e-11,1.7308491808806404e-07,6,89,14,"{84128, 55813, 56902, 10885, 23160, 27341, 92856, 10607, 11103, 6232, 57050, 6234, 65083, 27292, 5822, 134430}"
291,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_03_256,100,92,GO:0032040,small-subunit processome,cellular_component,1.1253803693148326e-23,1.9570364622384937e-20,17,89,74,"{84128, 55813, 56902, 10885, 23160, 27341, 92856, 10607, 11103, 6232, 57050, 6234, 65083, 27292, 5822, 134430}"
292,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_03_256,100,92,GO:0005730,nucleolus,cellular_component,3.213626634685326e-16,2.7942483588588906e-13,29,89,1357,"{84128, 55813, 56902, 10885, 23160, 27341, 92856, 10607, 11103, 6232, 57050, 6234, 65083, 27292, 5822, 134430}"
293,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_03_256,100,92,GO:0005654,nucleoplasm,cellular_component,5.50933003698734e-16,3.193574978106995e-13,56,89,3887,"{84128, 55813, 56902, 10885, 23160, 27341, 92856, 10607, 11103, 6232, 57050, 6234, 65083, 27292, 5822, 134430}"
294,Cells_Texture_DifferenceEntropy_DAPI_Painting_5_03_256,100,92,GO:0003723,RNA binding,molecular_function,3.4659476326333852e-15,1.514272520697526e-11,34,89,1389,"{84128, 55813, 56902, 10885, 23160, 27341, 92856, 10607, 11103, 6232, 57050, 6234, 65083, 27292, 5822, 134430}"
295,Cells_Texture_DifferenceEntropy_Mito_10_01_256,48,45,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.299860634473332e-13,3.939703611497711e-09,9,45,72,"{10885, 23160, 57647, 6228, 10199, 92856, 57050, 65083, 134430}"
296,Cells_Texture_DifferenceEntropy_Mito_10_01_256,48,45,GO:0006364,rRNA processing,biological_process,7.150446919272982e-10,4.268459288460007e-06,8,45,115,"{10885, 23160, 57647, 6228, 10199, 92856, 57050, 65083, 134430}"
297,Cells_Texture_DifferenceEntropy_Mito_10_01_256,48,45,GO:0032040,small-subunit processome,cellular_component,3.763551072089254e-13,6.544815314363213e-10,9,45,74,"{10885, 23160, 57647, 6228, 10199, 92856, 57050, 65083, 134430}"
298,Cells_Texture_DifferenceEntropy_Mito_10_01_256,48,45,GO:0005730,nucleolus,cellular_component,3.380277994336145e-10,2.939151716075278e-07,16,45,1357,"{10885, 23160, 57647, 6228, 10199, 92856, 57050, 65083, 134430}"
299,Cells_Texture_DifferenceEntropy_Mito_10_01_256,48,45,GO:0003723,RNA binding,molecular_function,5.716112022257296e-10,2.497369342524213e-06,19,45,1389,"{10885, 23160, 57647, 6228, 10199, 92856, 57050, 65083, 134430}"
300,Cells_Texture_DifferenceEntropy_Mito_10_03_256,50,46,GO:0042274,ribosomal small subunit biogenesis,biological_process,5.728294887931568e-17,6.839011266701499e-13,11,45,72,"{10885, 84135, 23160, 10607, 6228, 10199, 51096, 57050, 65083, 134430, 102724159}"
